,price,address,beds,baths,size,longitude,latitude
1131,3000,135 Jay Street,3,3,1748 ,-79.478199,43.722095
1132,875,Roxaline Street,1,1,130 ,-79.529876,43.697325
1133,2400,135 Village Green Square,1.5,1,700 ,-79.280934,43.777584
1134,5000,42 Marchmount Road,3,1,1300 ,-79.426667,43.674315
1135,2200,25 Neapolitan Drive,2,1,700 ,-79.255372,43.763409
1136,2400,1195 The Queensway,1.5,1,612 ,-79.52248,43.62163
1137,2300,1195 The Queensway,1,1,560 ,-79.52248,43.62163
1138,1400,714 The West Mall,1,1,,-79.57077,43.656887
1139,1999,50 Cowan Avenue,2,1,700 ,-79.431328,43.635747
1140,2700,415 Jarvis Street,2,1,650 ,-79.376805,43.663229
1142,3700,Denison Street,4,2.5,2550 ,-79.300008,43.834074
1143,2480,871 Dovercourt Road,1,1,970 ,-79.430211,43.664199
1144,2500,83 Borough Drive,1,1,700 ,-79.261769,43.772796
1145,3490,2174 Queen Street East,2,1.5,,-79.291205,43.672101
1146,1600,2 Lappin Avenue,1,1,500 ,-79.438688,43.666495
1147,4400,3121 Sheppard Avenue East,3.5,2,1200 ,-79.316686,43.776256
1148,1149,104 Upper Canada Drive,1,1,,-79.40227,43.756277
1149,2295,239 Pickering Street,1,1,,-79.291764,43.68561
1150,2625,2220 Lake Shore Boulevard West,1.5,1,600 ,-79.48317,43.622986
1151,2425,410 Queens Quay West,1,1,620 ,-79.391459,43.638061
1152,2650,200 Sudbury Street,1.5,1,624 ,-79.426491,43.642143
1153,2650,27 Bathurst Street,1,1,528 ,-79.401184,43.64112
1154,2700,1923 Kingston Road,3,1,,-79.257185,43.696666
1155,3000,19 Western Battery Road,2.5,2,690 ,-79.411407,43.639478
1156,3489,75 Morning Dew Road,3,1.5,1400 ,-79.168477,43.772127
1157,2350,60 Princess Street,1,1,515 ,-79.36657,43.650122
1158,1200,65 Highcourt Crescent,3,3,1200 ,-79.23831,43.772632
1159,2500,14 Bolger Place,3,1,1000 ,-79.574372,43.724888
1161,2350,69 Lynn Williams Street,1,1,650 ,-79.415557,43.638848
1162,2800,50 Lynn Williams Street,2,1,750 ,-79.415182,43.639509
1163,2250,8 Dovercourt Road,1,1,550 ,-79.421865,43.6417
1164,4400,150 Logan Avenue,2,2,750 ,-79.341762,43.658368
1165,2635,185 Millway Avenue,2,2,732 ,-79.527247,43.797578
1166,2700,5 Mabelle Avenue,1,1,,-79.525512,43.646664
1167,3650,402 The East Mall,2,2.5,1250 ,-79.560631,43.646572
1168,2795,2 Glen Elm Avenue,2,1,,-79.394788,43.691525
1169,3800,63 Wishing Well Drive,3,2,1200 ,-79.310356,43.770361
1170,2400,15 North Park Road,1,1,,-79.45265,43.812768
1171,2800,1 Millbrook Crescent,1,1,650 ,-79.354555,43.671953
1172,5700,110 Belmont Street,3.5,3,2000 ,-79.392679,43.674948
1173,4500,269 Murray Ross Parkway,3.5,3,3000 ,-79.49682,43.766066
1174,2000,Royal Feathers Street,1,1,600 ,-79.232743,43.897288
1175,1600,Beech Avenue,0,1,500 ,-79.288561,43.674994
1176,2295,52 Lappin Avenue,2,1,,-79.440523,43.666193
1177,1800,293 The Kingsway,1,1,649 ,-79.519834,43.663549
1178,2500,9235 Jane Street,1.5,1,727 ,-79.53268,43.833181
1179,5900,18 Puckeridge Crescent,3,2,2400 ,-79.563745,43.664248
1180,2750,585 Bloor Street East,1,1.5,658 ,-79.371455,43.671755
1181,1850,47 Major Street,1,1,375 ,-79.403187,43.659037
1182,5000,159 Olive Avenue,4,3.5,2800 ,-79.404315,43.780861
1183,1400,22 Hildenboro Square,3,2,3422 ,-79.320867,43.80219
1184,1800,Kipling Avenue,0,0,700 ,-79.552007,43.679518
1185,2190,629 Bathurst Street,3,1,450 ,-79.408986,43.66021
1186,2399,318 Richmond Street West,1,1,550 ,-79.3922,43.648924
1187,2100,Bowhill Crescent,2.5,0.5,1000 ,-79.331165,43.785949
1188,1650,158 Kingston Road,1,1,550 ,-79.311037,43.671202
1189,4600,41 Flook Lane,3,4,2400 ,-79.440827,43.766313
1190,3100,924A Bloor Street West,3,1,850 ,-79.427263,43.661748
1191,2999,9000 Jane Street,2,2,970 ,-79.532113,43.825993
1192,2998,9000 Jane Street,2,2,970 ,-79.532113,43.825993
1193,1100,353 Goldenwood Road,6,4,2000 ,-79.380323,43.804882
1194,2650,98 Phillip Avenue,2,1,1100 ,-79.257026,43.708119
1195,1800,112 Borden Street,1,1,1090 ,-79.406441,43.659712
1196,3500,159 Dundas Street East,2,2,720 ,-79.374935,43.656854
1197,3500,101 Charles Street East,2,2,800 ,-79.380026,43.669689
1198,2450,69 Lynn Williams Street,1,1,619 ,-79.415557,43.638848
1199,2500,60 Morecambe Gate,2,1,600 ,-79.332196,43.798702
1200,3050,Dufferin Street,2,1,1100 ,-79.462787,43.750428
1201,1800,57 Saint Joseph Street,3,1,1000 ,-79.387934,43.665365
1202,2200,36 Greenwood Avenue,1,1,700 ,-79.325993,43.665449
1203,2200,84 Burnt Bark Drive,2,1,1000 ,-79.313569,43.815126
1204,2250,38 Lee Centre Drive,1,1,480 ,-79.246612,43.781759
1205,4200,75 Canterbury Place,2,2,1050 ,-79.415063,43.774072
1206,3050,125 Peter Street,1.5,1,600 ,-79.393054,43.64826
1207,2100,214 Saint George Street,1,1,,-79.401944,43.671212
1209,2900,35 Saranac Boulevard,2.5,2,900 ,-79.431545,43.722403
1210,3500,35 Empress Avenue,2,2,1050 ,-79.411332,43.769393
1211,2745,157 Symington Avenue,2,1,700 ,-79.449303,43.661737
1212,3800,88 Cumberland Street,1.5,2,750 ,-79.390567,43.6705
1213,2800,Tyrrel Avenue,2.5,1,900 ,-79.427428,43.67754
1214,3200,55 Harrison Garden Boulevard,1.5,0.5,750 ,-79.407416,43.756684
1215,2400,9235 Jane Street,1.5,1,724 ,-79.53268,43.833181
1216,2800,9 Boreal Road,3,1,910 ,-79.572745,43.640787
1217,2950,41 Cartwright Avenue,2,1,,-79.459919,43.722898
1218,2350,7 Mabelle Avenue,1,1,,-79.525703,43.646547
1219,4550,131 Kenilworth Avenue,3,1.5,980 ,-79.302114,43.670448
1220,1640,102 Minerva Avenue,2,1,540 ,-79.244917,43.722254
1221,3200,701 Sheppard Avenue West,2,2,1000 ,-79.443283,43.754245
1222,2750,260 Seneca Hill Drive,2,1,,-79.357336,43.790141
1223,2800,2221 Yonge Street,1,1,550 ,-79.397957,43.70603
1224,3000,28 Freeland Street,0,0,,-79.374155,43.643857
1225,922,99 Bellevue Avenue,1,1,,-79.403848,43.656686
1226,1900,3 Slessor Boulevard,1,1,10000 ,-79.57131,43.197395
1227,1500,Sonic way,1,1,,-79.336046,43.719393
1228,2950,9 Winfield Avenue,2,1,1000 ,-79.487263,43.66132
1229,2900,140 Dovercourt Road,1,1,900 ,-79.423125,43.644771
1230,1400,16 Constance Street,1,1,450 ,-79.451105,43.649689
1231,4950,357 King Street West,3,2,1095 ,-79.392458,43.645851
1232,3000,1937 Lawrence Avenue West,2,2,1050 ,-79.506307,43.70224
1233,2400,8200 Birchmount Road,1,1,,-79.324595,43.85688
1234,2400,101 Peter Street,1,1,,-79.392703,43.647517
1235,3700,85 Wood Street,2,2,907 ,-79.379261,43.662768
1236,1500,18 Gifford Street,0,0,600 ,-79.363652,43.663175
1237,1799,53 Dawes Road,0,1,,-79.29668,43.690081
1238,4800,35 Mariner Terrace,3,2,1299 ,-79.392089,43.639669
1239,3950,21 Iceboat Terrace,3,2,1400 ,-79.397431,43.640498
1240,2600,53 Emerson Avenue,2,1,,-79.441358,43.660697
1241,2000,17 Michael Power Place,1,1,599 ,-79.53038,43.64548
1242,2400,130 River Street,1,1,600 ,-79.358454,43.66144
1244,2700,300 Balliol Street,1.5,1,765 ,-79.38717,43.699481
1245,2450,2221 Yonge Street,1,1,599 ,-79.397957,43.70603
1246,3650,727 Avenue Road,2,2,1710 ,-79.404424,43.695557
1247,2480,357 King Street West,1,1,552 ,-79.392491,43.645893
1248,1200,31 Cormorant Crescent,1,1,,-79.552331,43.838302
1249,1600,215 Queen Street West,1,1,742 ,-79.387785,43.650428
1250,2697,390 Queens Quay West,1.5,1,639 ,-79.390637,43.638458
1251,3300,1369 Bloor Street West,2,2,850 ,-79.445742,43.657359
1252,3695,32 Rowanwood Avenue,2,1,797 ,-79.388311,43.67994
1253,2500,90 Glen Everest Road,1.5,1,553 ,-79.25266,43.70332
1254,3400,12th Street,2,2.5,1100 ,-79.511583,43.601477
1255,3050,27 Bathurst Street,1,1,458 ,-79.401264,43.641119
1256,1950,19 Sunburst Square,2,1,1000 ,-79.232824,43.796271
1257,3125,5791 Yonge Street,2,1,775 ,-79.416192,43.784528
1258,1500,215 Queen Street West,1,1,742 ,-79.387783,43.650428
1259,2850,251 Manitoba Street,1,1,610 ,-79.48913,43.623918
1260,2000,70 Annie Craig Drive,1,1,525 ,-79.47896,43.62474
1261,2300,112 George Street,1,1,652 ,-79.371457,43.652058
1262,3300,357 King Street West,1,1,569 ,-79.392527,43.645796
1263,2300,921 Midland Avenue,1.5,1,700 ,-79.258021,43.735949
1264,2400,456 Armadale Avenue,1,1,600 ,-79.486683,43.656801
1265,3995,150 Logan Avenue,2.5,2,930 ,-79.341762,43.658368
1266,3950,115 Blue Jays Way,2,2,792 ,-79.391618,43.645641
1267,1500,165 Woodsworth Road,1,1,200 ,-79.373765,43.764555
1268,1950,18 Harbour Street,1,1,700 ,-79.376989,43.642797
1269,2600,11 Wellesley Street West,1,1,,-79.385247,43.664503
1270,2500,157 Argyle Street,2,1,1000 ,-79.424338,43.645886
1271,4800,8 Mercer Street,3,2,915 ,-79.389908,43.646006
1272,2750,550 North Service Road,2,2,1573 ,-79.608087,43.210789
1273,2700,550 North Service Road,2,2,920 ,-79.608087,43.210789
1274,2850,550 North Service Road,2.5,2,1133 ,-79.608087,43.210789
1275,3295,48 Power Street,1.5,1,549 ,-79.363137,43.654236
1276,3095,130 River Street,2,2,692 ,-79.358454,43.66144
1277,2600,130 River Street,1,1,500599 ,-79.358454,43.66144
1278,2475,150 Logan Avenue,1,1,499 ,-79.341762,43.658368
1279,1200,1501 Woodbine Avenue,1,1,,-79.318083,43.699775
1280,3100,18 Stafford Street,1,1,725 ,-79.410691,43.64137
1281,2900,1350 Kingston Road,1,1,600 ,-79.274197,43.685719
1282,2800,60 Pelmo Crescent,2,1,730 ,-79.509601,43.710731
1283,2600,56 Forest Manor Road,1,1,550 ,-79.345063,43.773345
1284,2250,33 Helendale Avenue,1,1,435 ,-79.399581,43.70886
1285,3000,1192 Dufferin Street,2,1,1000 ,-79.437762,43.664872
1286,3600,1192 Dufferin Street,2,1,1000 ,-79.437762,43.664872
1287,2900,30 Gloucester Street,1,1,750 ,-79.383954,43.667237
1288,8888,98 Lillian Street,0.5,1,888 ,-79.394162,43.707177
1289,5500,585 Bloor Street East,3,2,1364 ,-79.371511,43.671624
1290,1050,284 Codsell Avenue,1,1,,-79.459955,43.754291
1291,4300,2 Roxborough Street East,1.5,1,800 ,-79.389662,43.678232
1292,3100,200 Manitoba Street,1.5,1.5,1000 ,-79.491015,43.624405
1294,2395,1836 Queen Street East,2,1,1200 ,-79.308308,43.66836
1295,3400,59a Roseland Drive,3,1.5,1408 ,-79.548772,43.598874
1296,2000,8293 Kipling Avenue,1,1,700 ,-79.613362,43.84814
1297,1250,350 Lansdowne Avenue,1,1,650 ,-79.441043,43.653644
1298,1425,350 Lansdowne Avenue,1,1,650 ,-79.441043,43.653644
1299,1700,286 Perth Avenue,1,1,,-79.451379,43.662351
1300,1700,1216 Ossington Avenue,1,1,,-79.430908,43.674134
1301,2000,Main Street West,1,1,1000 ,-79.597702,43.194825
1302,2500,110 Charles Street East,1,1,545 ,-79.380302,43.670068
1303,3150,1691 Bathurst Street,2.5,1,1215 ,-79.423369,43.69617
1304,2199,47 Lower River Street,1,1,460 ,-79.355491,43.656545
1305,2200,15 Lower Jarvis Street,0,1,479 ,-79.369235,43.644951
1306,900,Warnica Avenue,1,1,120 ,-79.523901,43.623618
1307,2300,105 The Queensway,1,1,460 ,-79.471414,43.635792
1308,2600,7 Broadway Avenue,1.5,1,680 ,-79.398082,43.709415
1309,1400,36 Conference Boulevard,1,1,,-79.145845,43.783144
1310,2500,38 Joe Shuster Way,1,1,700 ,-79.42436,43.640496
1311,2950,2 Glen Elm Avenue,2,1,,-79.394788,43.691525
1312,2700,14 Glen Elm Avenue,1,1,,-79.394553,43.691583
1313,2900,41 Markbrook Ln,2,2,1100 ,-79.59518,43.746045
1314,3300,1097a Victoria Park Avenue,3,1,1100 ,-79.295572,43.708336
1315,1250,20 Kenton Drive,1,1,,-79.441892,43.778772
1316,2600,31 Holm Crescent,2,1,,-79.392243,43.826172
1317,3300,188 Doris Avenue,2,2,836 ,-79.410694,43.767436
1318,1300,Clinton Place,4,2,,-79.417522,43.66312
1319,2750,1 Maison Parc Court,1.5,1,800 ,-79.469072,43.788559
1320,2550,15 Zorra Street,1.5,1,,-79.521363,43.62124
1321,3850,92 Indian Road Crescent,3,1,1650 ,-79.459522,43.65911
1322,7950,94 Lake Crescent,4.5,4,,-79.4966,43.606488
1323,3300,Edgewater Drive,2,2,800 ,-79.362508,43.645517
1324,4800,817 Bloor Street West,4,1,1700 ,-79.42219,43.662557
1325,1500,82 Rainbow Valley Crescent,1,1,1500 ,-79.248265,43.904026
1326,3400,12 Bonnycastle Street,2.5,2,850 ,-79.364919,43.646037
1327,2580,60 Shuter Street,1.5,2,681 ,-79.376057,43.655061
1328,3500,43 Eglinton Avenue East,2,1,700 ,-79.396994,43.706703
1330,3200,200 Sudbury Street,1.5,1,685 ,-79.426491,43.642143
1331,3600,70 Temperance Street,2,2,700 ,-79.382148,43.65053
1332,849,40 Alrita Crescent,1,1,,-79.314405,43.766524
1333,2850,200 Manitoba Street,1.5,1,1000 ,-79.491015,43.624405
1334,2750,18 Yorkville Avenue,1.5,1,628 ,-79.387928,43.672001
1335,1580,Queen Street West,1,1,,-79.413955,43.645183
1336,3750,430 Roncesvalles Avenue,2,2,,-79.451622,43.651971
1337,3135,91 Soudan Avenue,2,1,1000 ,-79.394956,43.704767
1338,4200,11 Niagara Street,2,1,1200 ,-79.399798,43.641921
1339,2650,15 Queens Quay West,1,1,526 ,-79.376203,43.641415
1340,2900,51 East Liberty Street,1,1,700 ,-79.412014,43.638784
1341,3350,17 Thomas Frisby Jr Crescent,3,2.5,1800 ,-79.366291,43.904186
1342,2200,2961 Dufferin Street,1,1,650 ,-79.453391,43.71039
1343,2490,5500 Yonge Street,1.5,1,720 ,-79.415845,43.778114
1344,1400,20 Kenton Drive,1,1,,-79.441892,43.778772
1345,3000,125 Blue Jays Way,2,2,800 ,-79.392031,43.645734
1346,2700,98 Lillian Street,1.5,1,699 ,-79.394892,43.707042
1347,4495,398 Westmoreland Avenue North,3,2.5,1250 ,-79.43539,43.672322
1348,3000,15 Grenville Street,1.5,1,660 ,-79.384147,43.661858
1349,2200,Gerrard Street East,2,1,600 ,-79.328075,43.670886
1350,2100,7 Mabelle Avenue,0,1,438 ,-79.525703,43.646547
1351,1200,1097 Victoria Park Avenue,3,1,1100 ,-79.295575,43.708334
1352,4200,280 Simcoe Street,2.5,2,1450 ,-79.389753,43.655179
1353,5000,1 Edgewater Drive,2,2,3000 ,-79.363816,43.645062
1354,4200,56 Evans Avenue,3,3,1100 ,-79.502896,43.620645
1355,4200,239 Pickering Street,3,1,1200 ,-79.291764,43.68561
1356,2900,195 Redpath Avenue,2,2,730 ,-79.393445,43.710216
1357,1190,10 Fredrick Mowat Lane,1,1,120 ,-79.493083,43.746004
1358,4980,Canada Drive,4,3.5,3480 ,-79.558265,43.856399
1359,4900,Carling Road,5,4.5,3850 ,-79.581266,43.846937
1360,1550,1907 Queen Street East,1,1,500 ,-79.304621,43.668808
1361,1999,9 Conlins Road,1.5,1,,-79.181503,43.784231
1362,2800,125 Redpath Avenue,1.5,1,650 ,-79.392412,43.707639
1363,3400,1730 Avenue Road,2,2,1000 ,-79.418365,43.728434
1364,2350,99 Broadway Avenue,1,1,,-79.393298,43.710505
1365,1050,181 Caribou Road,1,1,,-79.42765,43.717785
1366,1700,8 Lydon Avenue,1,1,700 ,-79.499256,43.667552
1367,1200,7 Pender Crescent,1,1,,-79.294396,43.773948
1368,2500,5 Soudan Avenue,1.5,1,600 ,-79.397167,43.704325
1369,6200,8 Spadina Avenue,3,2.5,1700 ,-79.394348,43.64287
1370,2100,8 Rockingham Drive,7,3,3500 ,-79.53446,43.660738
1371,3500,335 Lonsdale Road,2,1.5,900 ,-79.413535,43.688229
1372,2000,531 Royal York Road,1,0,1000 ,-79.501738,43.624815
1373,3850,7 King Street East,1.5,2,850 ,-79.377037,43.649249
1375,1395,41 Cartwright Avenue,0,1,235 ,-79.459919,43.722898
1376,650,33 Darrell Avenue,1,1,,-79.31003,43.681936
1377,650,33 Darrell Avenue,1,0,,-79.31003,43.681936
1378,5000,525 Quebec Avenue,3,1.5,1700 ,-79.47247,43.666865
1379,5100,158 Front Street East,3,2,1061 ,-79.368682,43.650384
1380,3000,65 Annie Craig Drive,2,2,650 ,-79.478467,43.624604
1381,1500,2 Maison Parc Court,1.5,1,750 ,-79.469864,43.789667
1382,2500,2460 Eglinton Avenue East,1.5,1,850 ,-79.263344,43.73395
1383,2550,185 Roehampton Avenue,1.5,1,590 ,-79.392823,43.709075
1384,2400,1730 Avenue Road,1,1,690 ,-79.418365,43.728434
1385,2700,7400 Markham Road,2,1,900 ,-79.254189,43.848344
1386,1600,Willowdale Avenue,1,1,500 ,-79.406659,43.780584
1387,1550,59 Sutton Ave,1,1,600 ,-79.362484,43.658009
1388,3100,12 York Street,1,1,500 ,-79.381956,43.641744
1389,2700,253 South Park Road,1.5,1,666 ,-79.392066,43.837745
1390,4000,57 Saint Joseph Street,2,2,,-79.387934,43.665365
1391,3595,116 Hudson Drive,2,2,1500 ,-79.376899,43.692113
1392,2600,25 Selby Street,1,1,,-79.377106,43.671127
1393,4400,10 York Street,2,2,820 ,-79.381312,43.641145
1394,1200,56 Donnamora Crescent,1,1,600 ,-79.370777,43.821022
1395,2350,60 Haslett Avenue,1,1,500 ,-79.307274,43.6742
1397,2200,34 Broadbridge Drive,2,1,,-79.132649,43.788058
1398,300,565 Kennedy Road,1,1,,-79.263395,43.72247
1399,3500,34 Broadbridge Drive,3,2.5,,-79.132649,43.788058
1400,3000,47 Boem Avenue,3,1,1000 ,-79.294203,43.748565
1401,3400,229 Christie Street,2,1,700 ,-79.42045,43.669457
1402,3000,50 Charles Street East,2,1,800 ,-79.382999,43.669439
1403,4200,832 Bay Street,3,2,800 ,-79.386541,43.661953
1404,4000,1503 Danforth Avenue,2.5,2,2000 ,-79.325358,43.682787
1405,3500,9225 Jane Street,2,2,1520 ,-79.531985,43.831787
1406,2100,29 Chilton Road,1,4,1800 ,-79.347316,43.694865
1407,3800,114 Sandwell Street,3.5,4,2350 ,-79.564815,43.845563
1408,4450,1 Bellwoods Park,3,1,1100 ,-79.41688,43.648977
1409,4380,708 Euclid Avenue,3,0,1300 ,-79.41537,43.665144
1410,2750,655 Royal York Road,2,1,,-79.503803,43.629792
1411,2100,51 Creekbank Road,1,1,1800 ,-79.499691,43.704339
1412,2250,2 Rean Drive,1,1,600 ,-79.383163,43.765635
1413,3200,3600 Highway 7 West,2,2,900 ,-79.545902,43.790086
1414,1895,12072 Woodbine Avenue,1,1,900 ,-79.38033,43.936763
1415,1800,373 Front Street West,0.5,0.5,1100 ,-79.392147,43.642933
1416,2000,386 Bathurst Street,2,1,,-79.406808,43.653564
1417,2600,2221 Yonge Street,1.5,1,650 ,-79.397957,43.70603
1418,1700,4 Dunsinane Drive,0,0.5,,-79.407168,43.830055
1419,3500,34 Tubman Avenue,2,2,700 ,-79.359577,43.661241
1421,4400,708 Euclid Avenue,3,1,1200 ,-79.41537,43.665144
1422,3000,898 Portage Parkway,2.5,2,895 ,-79.529135,43.797493
1423,2300,33 Frederick Todd Way,2,2,875 ,-79.360778,43.713564
1424,2550,Brookdale Avenue,1,1,1100 ,-79.417282,43.727037
1426,2600,130 River Street,1.5,1,600 ,-79.358454,43.66144
1427,2300,50 Cambridge Avenue,1,1,710 ,-79.3606,43.677466
1428,2800,1000 Portage Parkway,2,2,700 ,-79.527336,43.797749
1429,2750,7890 Jane Street,2,2,700 ,-79.525394,43.797685
1430,4000,8 Mercer Street,1.5,1,650 ,-79.389908,43.646006
1431,5500,109 Front Street East,2,2,1450 ,-79.371031,43.649363
1432,1850,5941 Leslie Street,1,1,,-79.369062,43.799305
1433,2500,128 Fairview Mall Drive,1,1,553 ,-79.345558,43.779743
1434,2500,672 Bathurst Street,2,1,,-79.410208,43.661828
1435,3950,99 Harbour Square,2,2,1300 ,-79.379366,43.639563
1436,4000,1185 The Queensway,2,2,902 ,-79.521536,43.621865
1437,2350,2221 Yonge Street,1,1,,-79.397957,43.70603
1438,1750,Lanark Avenue,1,1,850 ,-79.442057,43.69658
1439,5500,16 Minto Street,3,2,,-79.324457,43.663763
1440,2800,297 College Street,1.5,1,579 ,-79.401559,43.657525
1441,2800,65 Bremner Boulevard,1.5,1,601 ,-79.380632,43.643193
1442,2250,30 Meadowglen Place,1,1,499 ,-79.230337,43.774688
1443,4230,323 Richmond Street East,3,2,1100 ,-79.368469,43.653346
1444,2300,550 Front Street West,1,1,499 ,-79.399464,43.641441
1445,15000,41 Riverside Crescent,4.5,7,4476 ,-79.484032,43.641537
1446,3200,413 Crawford Street,2,1,,-79.418989,43.655537
1447,2650,30 Ordnance Street,1,0,500 ,-79.40917,43.639597
1448,4200,88 Park Lawn Road,2.5,2,800 ,-79.485709,43.624055
1449,2600,200 Sudbury Street,1.5,1,618 ,-79.426491,43.642143
1450,1750,Weir Crescent,1.5,1,850 ,-79.196621,43.772334
1451,2195,33 Sheppard Avenue East,0,1,450 ,-79.408924,43.761275
1452,2000,38 Southbourne Avenue,1,1,700 ,-79.430895,43.739152
1453,2500,101 Erskine Avenue,1.5,1,591 ,-79.395323,43.711538
1454,3200,1928 Lake Shore Boulevard West,2,2,1042 ,-79.467962,43.635806
1455,3190,367 Howland Avenue,2,1,750 ,-79.412967,43.676309
1456,3820,369 Howland Avenue,2,1,886 ,-79.412963,43.676324
1457,4180,367 Howland Avenue,2,1,985 ,-79.412967,43.676309
1458,2300,120 Canon Jackson Drive,1,1,700 ,-79.47343,43.69798
1459,4500,78 Dovercourt Road,0,0,,-79.422182,43.642469
1460,5200,2 Augusta Avenue,3,2,939 ,-79.399587,43.647472
1461,3000,70 Annie Craig Drive,2,2,900 ,-79.47896,43.62474
1462,2150,Simonston Boulevard,1,1,775 ,-79.360978,43.817859
1463,2400,30 Tretti Way,2,2,588 ,-79.448415,43.732748
1464,2500,34 Cedar Brae Boulevard,2,1,900 ,-79.234034,43.744121
1465,2750,15 Highbourne Road,2,1,,-79.403471,43.696129
1466,2400,10 Deerlick Court,1.5,2,679 ,-79.33209,43.75943
1467,1550,253 College Street,1,0.5,,-79.399042,43.657839
1468,3000,94 Glen Everest Road,2,1,795 ,-79.252367,43.703263
1469,3000,2212 Lake Shore Boulevard West,2.5,2,,-79.48232,43.622638
1470,2795,77 Shuter Street,1,1,380 ,-79.375127,43.654991
1471,2190,Dundas Street West,0,1,560 ,-79.451805,43.653873
1472,2900,685 Euclid Avenue,1,1,700 ,-79.414416,43.663953
1473,2500,174 Beechgrove Drive,2,1,800 ,-79.159627,43.76906
1474,2700,28 Freeland Street,1.5,1,696 ,-79.374133,43.643831
1475,5500,400 Wellington Street West,2,1.5,1085 ,-79.395946,43.644122
1476,500,346 Bellamy Road North,1,1,,-79.235269,43.755487
1477,2400,52 Saint Lawrence Street,1,1,800 ,-79.356751,43.655848
1478,5800,1 Bloor Street East,2,2.5,1052 ,-79.386246,43.670159
1479,3050,45 Baseball Place,2,2,790 ,-79.351104,43.658271
1480,3350,79 Amberjack Boulevard,3,1,1300 ,-79.235841,43.770998
1481,2500,70 Orchid Place Drive,1,1,600 ,-79.236172,43.793559
1482,2300,1787 Saint Clair Avenue West,2,2,784 ,-79.461522,43.673665
1483,2500,56 Forest Manor Road,2,2,765 ,-79.345063,43.773345
1484,2400,840 Saint Clair Avenue West,2,2,655 ,-79.431757,43.680748
1485,2600,898 Portage Parkway,2,2,620 ,-79.529135,43.797493
1486,3000,111 Elizabeth Street,1,1,535 ,-79.384806,43.655113
1487,3500,2191 Yonge Street,1,1,750 ,-79.397723,43.705577
1488,2250,Burrows Hall Boulevard,2,1,900 ,-79.225319,43.794835
1489,3750,668 Old Weston Road,3,1.5,1400 ,-79.466246,43.680119
1490,2300,99 Eagle Rock Way,1.5,1,650 ,-79.506344,43.859976
1491,3750,65 Madras Crescent,5,1.5,1500 ,-79.207683,43.774049
1492,2600,75 Dalhousie Street,1,1,516 ,-79.375903,43.655423
1493,3200,10 Wilby Crescent,3,2,1000 ,-79.512159,43.697736
1494,2250,921 Midland Avenue,1,1,700 ,-79.258021,43.735949
1495,3750,727 Avenue Road,2,2.5,1710 ,-79.404424,43.695557
1496,4200,77 Maitland Place,2,2,900 ,-79.376738,43.66474
1497,41000,17 Bathurst Street,3,2,878 ,-79.399201,43.637521
1498,700,Brownridge Drive,4,2,,-79.464608,43.806213
1499,9995,9 Peyton Lane,2,2.5,3000 ,-79.33385,43.667096
1500,5295,15 Peyton Lane,1,1,1000 ,-79.333768,43.667172
1501,2250,17 Queue Road,2,1,,-79.282009,43.846206
1502,2400,19 Bathurst Street,1,1,492 ,-79.399849,43.637558
1503,2100,8 Telegram Mews,0,1,420 ,-79.394982,43.640726
1504,3400,383 Sorauren Avenue,2,2,805 ,-79.444858,43.650384
1505,1899,219 Dundas Street East,1,1,100 ,-79.37304,43.657522
1506,2800,123 Blantyre Avenue,2,2,,-79.280032,43.679069
1507,1800,34 Wildmoor Street,1,1,,-79.226159,43.875492
1508,3200,55 Cooper Street,2,2,34 ,-79.37143,43.643971
1509,2400,1808 Saint Clair Avenue West,2,2,747 ,-79.462493,43.673972
1510,2800,2789 Eglinton Avenue East,2,2,900 ,-79.245603,43.736657
1511,3400,24 Thomas Frisby Jr Cresent,3,3,2000 ,-79.366615,43.904115
1512,2900,295 Adelaide Street West,1.5,1,665 ,-79.390586,43.647665
1513,2600,403 Church Street,1,1,505 ,-79.379337,43.662066
1514,2000,2385 Dundas Street West,1,1,500 ,-79.453057,43.657641
1515,3900,6 Sundance Crescent,3,2,,-79.210516,43.769066
1516,2800,123 Bedford Road,1,1,,-79.399004,43.673047
1517,4200,26 Kenton Drive,3,1,2500 ,-79.441274,43.778935
1518,4250,540 Saint Clarens Avenue,2.5,2,2000 ,-79.443135,43.661347
1519,4500,1923 Kingston Road,3,2,2800 ,-79.257185,43.696666
1520,4900,8 Stanley Avenue,3,3,1700 ,-79.408937,43.643484
1521,2588,180 Fairview Mall Drive,1.5,1,580 ,-79.342083,43.780161
1522,2000,94 Pinegrove Avenue,1,1,750 ,-79.261016,43.699125
1523,1000,2846 Dufferin Street,2,0,150 ,-79.453446,43.706597
1524,2900,2 Augusta Avenue,1.5,1,565 ,-79.399587,43.647472
1525,3645,25 Nuffield Drive,3,2,,-79.196932,43.752579
1526,3500,125 Blue Jays Way,2,2,895 ,-79.392031,43.645734
1527,2600,508 Wellington Street West,1,1,630 ,-79.3992,43.64342
1528,2425,158 Front Street East,1,1,480 ,-79.368682,43.650384
1529,800,1 Dean Park Road,1,1,20 ,-79.16938,43.804082
1530,2600,220 Royal York Road,2,1,900 ,-79.497894,43.612233
1531,2600,200 Sudbury Street,1,1,680 ,-79.426491,43.642143
1532,2550,30 Tretti Way,2,2,600 ,-79.448532,43.733069
1533,3500,159 Wellesley Street East,1,1.5,600 ,-79.374776,43.666831
