,price,address,beds,baths,size,longitude,latitude
1492,5900,38 Iannuzzi Street,2,2,1100 ,-79.401417,43.637174
1493,3000,15 Grenville Street,1,1,614 ,-79.384147,43.661858
1495,3150,993 Avenue Road,3,1,,-79.407921,43.703757
1496,3800,8 Peel,3,2,,-79.428466,43.644114
1497,2350,285 Mutual Street,1,1,,-79.378191,43.663577
1498,3500,89 Dunfield,2,2,,-79.395142,43.706936
1499,8700,99 Glen Road,4,4,,-79.374821,43.67781
1501,2950,460 Adelaide Street East,2,2,,-79.366801,43.65268
1502,16500,15 Fort York Boulevard,3,3,,-79.393729,43.639851
1503,3400,2191 Yonge Street,2,2,,-79.397723,43.705577
1504,6500,65 St Mary Street,3,2,,-79.389161,43.667207
1505,2990,600 Fleet Street,2,1,,-79.400464,43.636845
1506,4250,23 Carlton Street,2,3,,-79.381783,43.660931
1507,2700,1262 -209 Fort York Blvd. Boulevard,2,1,,-79.404916,43.63691
1508,4250,197 Yonge Street,3,2,,-79.379188,43.653436
1509,3600,50 Ordnance Street,2,2,,-79.409724,43.639701
1511,2600,161 Wallace,0,1,,-79.442876,43.662473
1512,2700,876-209 Fort York Blvd Boulevard,2,1,,-79.404916,43.63691
1513,3550,85 Wood Street,2,2,,-79.379292,43.662786
1514,2300,497 Saint Clarens Avenue,1,1,550 ,-79.442075,43.660051
1515,2600,403 Church Street,2,1,,-79.379333,43.662238
1516,6900,180 University,3,3,,-79.385777,43.648949
1517,3995,34 Noble Street,3,1,,-79.431344,43.642874
1518,5500,210 Merton Street,3,3,,-79.389997,43.697567
1519,5500,488 University,4,2,,-79.388916,43.655156
1520,7000,30 Langford,4,3,,-79.341184,43.680671
1521,3900,33 Bay Street,3,2,,-79.377038,43.642762
1522,2900,167 Church Street,2,1,,-79.375858,43.654427
1523,3990,8 Mercer Street,3,2,,-79.389908,43.646006
1524,6500,39 Queens Quay East,3,3,,-79.371987,43.641607
1525,2150,111 Elizabeth Street,0,1,,-79.384806,43.655113
1526,3200,99 Broadway,3,2,,-79.393298,43.710505
1527,3300,22 Wellesley Street East,2,2,,-79.383275,43.665482
1528,3600,15 Fort York Boulevard,3,2,,-79.393729,43.639851
1529,3200,70 Temperance Street,2,2,,-79.382148,43.65053
1530,3500,223 St Clair West,3,2,,-79.404679,43.685681
1531,3800,431 Indian Grove,3,1,1 ,-79.461764,43.662807
1532,2995,1 King Street West,0,0,750 ,-79.378313,43.648891
1533,2600,75 Dalhousie Street,1,1,600 ,-79.375902,43.655728
1534,7500,39 Queens Quay East,3,2,,-79.371987,43.641607
1535,3800,119B The Queensway,3,3,,-79.472632,43.635831
1536,2800,17 Bathurst Street,2,1,,-79.399201,43.637521
1537,3300,251 Jarvis Street,2,1,,-79.374108,43.657376
1538,7950,29 Vince,3,4,,-79.313899,43.670587
1539,2950,763 Bay Street,2,2,,-79.385107,43.660264
1540,3700,39 Roehampton,3,2,,-79.397282,43.708017
1541,3600,12 Yonge Street,2,2,,-79.375896,43.642905
1542,3400,85 Wood Street,3,2,,-79.379292,43.662786
1543,3300,400 Adelaide Street East,2,2,,-79.367762,43.652781
1544,2900,195 Redpath,2,2,,-79.393562,43.710344
1545,1992,136 Edwin,1,1,,-79.455951,43.665479
1546,2100,219 Dundas Street East,0,1,,-79.37304,43.657522
1548,2700,1496 Queen Street West,2,1,,-79.437797,43.640616
1549,2600,57 St Joseph Street,1,1,,-79.387934,43.665365
1550,3600,111 Elizabeth Street,3,2,,-79.384806,43.655113
1551,2350,812 Lansdowne,2,1,,-79.447677,43.665299
1552,6000,7 Grenville Street,3,3,,-79.383854,43.661897
1553,2600,101 Peter Street,1,1,544 ,-79.392703,43.647519
1554,11900,38 Dan Leckie Way,3,3,,-79.397926,43.637461
1555,2100,403 Church Street,0,1,,-79.379333,43.662238
1557,2500,28 Freeland Street,1,1,550 ,-79.373846,43.643907
1558,4800,55 Harbour Square,2,2,,-79.378812,43.640163
1559,3200,65 Bremner Boulevard,3,2,,-79.380521,43.642629
1560,2850,39 Roehampton,2,2,,-79.397282,43.708017
1561,2900,2995 Dundas Street West,2,1,,-79.469202,43.665171
1562,2895,83 Ellis,2,1,,-79.468169,43.639806
1563,3950,39 Roehampton,3,2,,-79.397282,43.708017
1564,1850,77 Shuter Street,1,1,,-79.375127,43.654991
1565,4500,12 York Street,3,2,,-79.381956,43.641744
1566,3190,32 Trolley Crescent,2,2,830 ,-79.35495,43.656826
1567,2600,28 Freeland Street,1.5,1,649 ,-79.374133,43.643831
1568,2200,783 Danforth,2,1,,-79.341686,43.6794
1569,2300,783 Danforth,2,1,,-79.341686,43.6794
1570,3600,460 Queens Quay West,1,2,,-79.393011,43.637836
1571,4700,11 Wellesley Street West,3,2,,-79.385343,43.664567
1572,2600,357 King Street West,1.5,1,584 ,-79.392527,43.645796
1573,3200,50 Power Street,2,2,,-79.363033,43.654529
1574,2000,141 Coxwell,1,1,,-79.317982,43.670365
1575,3550,141 Coxwell,3,2,,-79.317982,43.670365
1576,2650,28 Freeland Street,1.5,1,647 ,-79.373846,43.643907
1577,2560,50 John Street,1,1,645 ,-79.389543,43.64556
1578,2200,227 Sterling Road,1,1,,-79.446346,43.656714
1579,3270,50 John Street,2,2,885 ,-79.389543,43.64556
1580,4095,50 John Street,2,2,1230 ,-79.389543,43.64556
1581,3100,158 Front Street East,2,2,742 ,-79.368682,43.650384
1582,4500,57 St Joseph Street,4,2,,-79.387934,43.665365
1583,18990,1 Edgewater Drive,3,4,,-79.363759,43.64498
1584,2600,87 Peter Street,2,1,,-79.392399,43.646834
1585,2600,38 Dan Leckie Way,1,1.5,,-79.397926,43.637461
1586,2600,38 Dan Leckie Way,0.5,1.5,,-79.397926,43.637461
1587,2850,1928 Lake Shore Boulevard West,2,2,770 ,-79.467962,43.635806
1588,3000,701 King Street West,2,1,,-79.403799,43.643372
1589,2700,9 Foxley Street,2,1,,-79.420762,43.647536
1590,3500,50 Wellesley Street East,2,2,,-79.382567,43.665634
1591,6395,2 Clarendon,2,2,,-79.402132,43.682274
1592,2500,492 Eglinton East,2,1,,-79.383122,43.710081
1593,18000,11 Dewbourne,5,8,,-79.421311,43.699159
1594,4700,47 Madison,2,2,,-79.403414,43.669441
1595,12000,37 Kilbarry Road,5,6,,-79.401502,43.695448
1596,3900,47 Madison,2,2,,-79.403414,43.669441
1597,7900,619 Avenue Road,2,2,,-79.402291,43.690061
1598,5300,47 Madison,2,2,,-79.403414,43.669441
1599,2500,135 Maitland Street,0,1,,-79.378101,43.664978
1600,3400,47 Madison,2,2,,-79.403414,43.669441
1601,3950,290 Adelaide Street West,3,2,,-79.391026,43.648081
1602,2800,8 Mercer Street,2,2,,-79.389908,43.646006
1604,5200,488 University Avenue,3.5,2,1200 ,-79.388916,43.655156
1605,2750,Delaware Avenue,1,1,,-79.428189,43.66188
1606,2350,33 Dalton Road,1,1,,-79.406978,43.667475
1607,5000,1367 King Street,5,2,,-79.433662,43.637486
1608,2250,414 Jarvis Street,1,1,,-79.378103,43.664755
1609,2550,101 Peter Street,1,1,560 ,-79.392703,43.64752
1610,3250,800 King Street West,2,1.5,950 ,-79.4072,43.643241
1611,4500,500 Richmond Street West,2,1,1100 ,-79.399138,43.647562
1612,2700,28 Freeland Street,1,1,600 ,-79.374133,43.643831
1614,2400,38 Iannuzzi Street,1,1,475 ,-79.401417,43.637174
1615,5000,50 Russell Street,2,2,,-79.402351,43.659467
1616,2725,224 Victor Avenue,1,1,750 ,-79.343992,43.6692
1617,2750,8 Telegram Mews,1,1,650 ,-79.394902,43.640514
1618,3350,2181 Yonge Street,2,2,999 ,-79.397656,43.705221
1619,4600,57 Thurston Road,3,2,,-79.379784,43.705564
1620,2350,608 Richmond Street West,1,1,500 ,-79.402977,43.646821
1621,2400,458 Richmond Street West,1,1,537 ,-79.397535,43.647923
1622,2400,135 Maitland Street,0,0,500 ,-79.378101,43.664978
1623,3650,14 York Street,2.5,2,749 ,-79.381539,43.641966
1624,3800,552 Wellington Street West,1,1,800 ,-79.401861,43.642846
1625,2800,77 Greensides Avenue,2,1,900 ,-79.429294,43.679546
1626,4200,28 Freeland Street,1.5,2,1000 ,-79.373846,43.643907
1627,3100,28 Freeland Street,2,1,843 ,-79.373846,43.643907
1628,3200,70 High Park Avenue,2,2,800 ,-79.46697,43.655963
1629,2800,39 Roehampton Avenue,2,2,735 ,-79.397282,43.708017
1630,3000,87 Peter Street,1.5,1,599 ,-79.392399,43.646834
1631,2500,87 Peter Street,1.5,1,599 ,-79.392399,43.646834
1632,2300,87 Peter Street,1,1,499 ,-79.392399,43.646834
1633,2450,224 King Street West,1,1,499 ,-79.387303,43.647381
1634,2450,1928 Lake Shore Boulevard West,1,1,500 ,-79.467962,43.635806
1635,2900,901 Queen Street West,1.5,1,725 ,-79.41204,43.645464
1636,3900,1900 Lake Shore Boulevard West,2,2,1100 ,-79.466089,43.636306
1637,2733,15 Solidarity Way,1,1,590 ,-79.411157,43.638879
1638,2600,1928 Lake Shore Boulevard West,1,1,500 ,-79.467962,43.635806
1640,2000,1230 Shaw Street,1,1,900 ,-79.428213,43.673942
1641,5800,738 Manning Avenue,4,1,2300 ,-79.417102,43.666252
1642,3600,125 Peter Street,2,1,690 ,-79.393054,43.64826
1643,9290,19 Gormley Avenue,5,4,2500 ,-79.398083,43.694281
1644,2400,357 King Street West,1,1,521 ,-79.392527,43.645796
1645,2900,135 East Liberty Street,2,2,680 ,-79.416906,43.638566
1646,2300,105 The Queensway,1,1,489 ,-79.471414,43.635792
1647,4800,60 Colborne Street,2,2,1100 ,-79.374567,43.649302
1648,2990,28 Freeland Street,1.5,1,700 ,-79.373846,43.643907
1649,2950,89 Lillian Street,2,1.5,1200 ,-79.393359,43.707076
1650,2400,155 Dalhousie Street,1,1,1000 ,-79.376769,43.657663
1651,3400,161 Roehampton Avenue,2,2,800 ,-79.393782,43.708772
1652,2800,66 Bellevue Avenue,2,1,,-79.403798,43.654715
1653,3200,58 Orchard View Boulevard,2,2,900 ,-79.400557,43.708137
1654,3300,120 Bayview Avenue,2,2,900 ,-79.354124,43.654179
1655,2450,125 Peter Street,1,1,499 ,-79.393054,43.64826
1656,2800,101 Charles Street East,1.5,1,700 ,-79.380557,43.669587
1657,4500,1928 Lake Shore Boulevard West,2,3,1100 ,-79.467962,43.635806
1658,2000,1 Ivy Avenue,1,1,600 ,-79.333605,43.672391
1659,2650,2191 Yonge Street,1.5,1,850 ,-79.397745,43.705368
1660,2300,38 Joe Shuster Way,1,1,450 ,-79.42436,43.640496
1661,3580,101 Charles Street East,2,2,850 ,-79.380557,43.669587
1662,2600,28 Freeland Street,1.5,1,617 ,-79.373846,43.643907
1663,2500,25 Richmond Street East,1,1,500 ,-79.377183,43.651914
1664,2550,25 The Esplanade,1,1,651 ,-79.375154,43.646145
1665,2450,57 Saint Joseph Street,0,0,458 ,-79.387934,43.665365
1666,9500,65 Bremner Boulevard,3,3,,-79.380674,43.642933
1667,5000,360 Bloor Street East,2,2,1400 ,-79.378225,43.672246
1668,2900,12 Foundry Avenue,2,2,800 ,-79.448819,43.668699
1669,2950,28 Freeland Street,1,1.5,650 ,-79.373846,43.643907
1670,3900,28 Freeland Street,2,2,850 ,-79.373846,43.643907
1671,2500,68 Abell Street,1,1,555 ,-79.424362,43.64232
1672,2800,11 Brunel Court,1.5,1,640 ,-79.393234,43.63941
1673,2650,28 Freeland Street,1.5,0.5,596 ,-79.373846,43.643907
1674,3100,50 Ordnance Street,2,2,752 ,-79.409724,43.639701
1675,1850,118 Pembroke Street,1,1,800 ,-79.373592,43.660422
1676,2950,263 Wellington Street West,2,1,790 ,-79.390896,43.644684
1677,2400,105 George Street,1,1,520 ,-79.370796,43.65221
1678,2900,87 Peter Street,1.5,1,580 ,-79.392399,43.646834
1679,2800,87 Peter Street,1.5,1,574 ,-79.392399,43.646834
1680,2625,87 Peter Street,1.5,1,680 ,-79.392399,43.646834
1681,2590,87 Peter Street,1.5,1,580 ,-79.392399,43.646834
1683,3650,224 King Street West,2,1,815 ,-79.387303,43.647381
1684,3800,1164 Queen Street West,2,1,1000 ,-79.425268,43.643083
1685,1690,59 Spencer Avenue,1,1,580 ,-79.429532,43.636284
1686,2750,105 George Street,1.5,1.5,667 ,-79.370796,43.65221
1687,5550,15 Iceboat Terrace,3,2,1280 ,-79.397003,43.640601
1688,4200,140 Simcoe Street,2,2,,-79.387273,43.649517
1689,2650,20 Tubman Avenue,2,2,900 ,-79.359403,43.660679
1690,2250,125 Blue Jays Way,1,0,600 ,-79.392031,43.645734
1691,2800,125 Blue Jays Way,2,2,800 ,-79.392031,43.645734
1692,2850,70 Queens Wharf Road,2,1,704 ,-79.399464,43.638521
1693,1299,392 Sherbourne Street,1,1,,-79.373802,43.664061
1694,2600,197 Yonge Street,1,1,,-79.379369,43.65336
1695,2000,50 Cambridge Avenue,1,1,660 ,-79.3606,43.677466
1696,1900,52 Wiltshire Avenue,1,1,475 ,-79.451708,43.669327
1697,3599,288 Grace Street,2,1,1200 ,-79.417288,43.658926
1698,2950,39 Roehampton Avenue,2.5,2,701 ,-79.397282,43.708017
1699,2500,39 Roehampton Avenue,1.5,2,635 ,-79.397282,43.708017
1700,2800,33 University Avenue,1.5,2,1035 ,-79.3836,43.646254
1701,2400,125 Western Battery Road,1,1,570 ,-79.416695,43.639859
1702,2700,28 Freeland Street,1.5,1,669 ,-79.373846,43.643907
1703,3285,103 The Queensway,2,2,,-79.470245,43.636315
1704,2400,111 Saint Clair Avenue West,1,1,555 ,-79.399259,43.68671
1705,3100,99 Broadway Avenue,2,2,699 ,-79.393298,43.710505
1706,6000,102 Glendonwynne Road,4,3.5,,-79.475728,43.654859
1707,2500,1475 Queen Street West,2,1,,-79.439208,43.639962
1708,6500,2 Abbott Avenue,5,2,2100 ,-79.454643,43.660806
1709,2795,165 Kingston Road,3,1,,-79.31014,43.67166
1710,2800,80 Mill Street,2,2,810 ,-79.358011,43.651319
1711,2800,80 Mill Street,2,2,825 ,-79.358011,43.651319
1712,2850,125 Peter Street,1.5,1,600 ,-79.393054,43.64826
1713,6200,217 Grenadier Road,5,3,2600 ,-79.455651,43.647626
1714,2400,388 Bloor Street East,1,1,650 ,-79.377398,43.672473
1715,3000,19 Grand Trunk Crescent,1,1,,-79.382717,43.641672
1716,2550,482 Queen Street West,1,1,600 ,-79.400441,43.648089
1717,1200,142 Manning Avenue,1,1,500 ,-79.410545,43.649835
1718,2650,1591 Dundas Street West,2.5,1,850 ,-79.434699,43.649631
1719,2375,313 Richmond Street East,1,1,760 ,-79.368499,43.653409
1720,2400,386 Yonge Street,1,1,500 ,-79.38361,43.659111
1721,5500,294 Logan Avenue,3,2,,-79.343279,43.661864
1722,3600,80 Adelaide Street East,1.5,1.5,1200 ,-79.37473,43.651386
1723,2650,761 Bay St,1,1,,-79.385038,43.65982
1724,3200,1001 Dufferin Street,3,1,1800 ,-79.434997,43.659344
1725,2570,230 Fort York Boulevard,1.5,1,660 ,-79.406326,43.637302
1726,4150,1852 Queen Street East,2.5,1.5,1260 ,-79.307608,43.668662
1727,3700,10 Queens Quay West,2.5,2,861 ,-79.3758,43.641841
1728,3100,20 Edward Street,2.5,2,799 ,-79.382122,43.656967
1729,5500,224 King Street West,2,2,1000 ,-79.387303,43.647381
1730,3900,75 The Esplanade,2,2,798 ,-79.373319,43.646925
1731,2900,21 Carlton Street,2,2,850 ,-79.382038,43.661199
1732,5495,220 Medland Street,3,2,2000 ,-79.467233,43.664638
1733,2600,5 Hanna Avenue,0.5,1.5,600 ,-79.418387,43.637453
1734,2700,150 Farnham Avenue,1,1,730 ,-79.399741,43.683901
1735,3500,199 Parkside Drive,2,1,1200 ,-79.456181,43.645412
1736,2900,169 Fort York Boulevard,2,2,800 ,-79.400949,43.638499
1737,3795,97 Marchmount Road,3,1,1440 ,-79.429038,43.673825
1738,2600,11 St Joseph St,1,1,693 ,-79.386054,43.66572
1739,3600,20 Edward Street,2,2,712 ,-79.382122,43.656967
1740,3350,16 Laidlaw Street,2,1.5,1200 ,-79.426588,43.640267
1741,3700,8 The Esplanade,2,2,875 ,-79.375946,43.64665
1742,3000,20 Blue Jays Way,1.5,1,770 ,-79.391852,43.643889
1743,13500,25 Webster Avenue,3.5,5,3800 ,-79.395321,43.673641
1744,3800,5 Saint Joseph Street,2.5,2,820 ,-79.385678,43.665759
1745,3250,25 Capreol Court,2,2,849 ,-79.395585,43.640765
1746,4250,30 Roehampton Avenue,2,2,984 ,-79.397498,43.708472
1747,2345,Pembroke Street,1,1,,-79.372496,43.658433
1748,5900,7 Grenville Street,3,3,1399 ,-79.383854,43.661897
1749,3200,262 Roncesvalles Avenue,1,1,575 ,-79.449513,43.646797
1750,3800,62 Wellesley Street West,2,2,1482 ,-79.388137,43.664511
1751,2800,125 Redpath Avenue,1.5,2,789 ,-79.392412,43.707639
1752,4950,17 Bathurst Street,3,2,933 ,-79.399201,43.637521
1753,2100,8 York Street,0,1,485 ,-79.381016,43.640519
1754,2650,455 Front Street East,1,2,650 ,-79.356503,43.652764
1755,3500,28 Ted Rogers Way,2,1,789 ,-79.380609,43.670587
1756,2250,575 Bloor Street East,1.5,2,658 ,-79.371933,43.671786
1757,1600,3 Capreol Court,1,1,,-79.395742,43.640228
1758,2399,20 Edward Street,1,1,534 ,-79.382122,43.656967
1759,2270,75 Queens Wharf Road,1,1,560 ,-79.398029,43.63843
1760,3100,15 Fort York Boulevard,2,2,800 ,-79.393729,43.639851
1761,3200,109 Front Street East,1.5,0.5,850 ,-79.371034,43.649509
1762,3150,28 Ted Rogers Way,2,1,780 ,-79.380609,43.670587
1763,3250,75 Queens Wharf Road,1.5,1,675 ,-79.398029,43.63843
1765,3500,115 Blue Jays Way,2,2,950 ,-79.391618,43.645641
1766,3025,18 Erskine Avenue,2.5,2,847 ,-79.398602,43.711359
1767,2300,158 Front Street East,1,1,500 ,-79.368682,43.650384
1768,2950,37 Grosvenor Street,1.5,1,700 ,-79.38591,43.66234
1769,2400,169 Fort York Boulevard,1,1,500 ,-79.400949,43.638499
1770,5900,383 Sorauren Avenue,3,2,1400 ,-79.444858,43.650384
1771,2500,14 York Street,1.5,1,599 ,-79.381539,43.641966
1772,2400,352 Front Street West,1,1,550 ,-79.392451,43.643353
1773,2750,1926 Lake Shore Boulevard West,1.5,1,650 ,-79.467492,43.635764
1774,2500,21 Iceboat Terrace,1,1,700 ,-79.397321,43.640287
1775,2700,95 Bathurst Street,1,1,440 ,-79.40265,43.644423
1776,5800,2181 Yonge Street,2,2,1200 ,-79.397656,43.705221
1777,2700,812 Lansdowne Avenue,2,1,657 ,-79.447677,43.665299
1778,2900,633 Bay Street,1.5,1,650 ,-79.383224,43.656767
1779,4000,1029 King Street West,2,1.5,1000 ,-79.41593,43.641071
1780,3900,176 First Avenue,3,1,1000 ,-79.345894,43.666005
1781,3700,51 Lower Simcoe Street,2.5,2,900 ,-79.383551,43.642095
1782,3700,85 Wood Street,2.5,2,775 ,-79.379292,43.662786
1783,3400,1 Fielding Avenue,2.5,1,1500 ,-79.339812,43.681487
1784,4650,7 Grenville Street,3,2,850 ,-79.383854,43.661897
1785,2800,16 Bonnycastle Street,1.5,1,677 ,-79.365036,43.646135
1786,3850,42 Charles Street East,2,2,763 ,-79.384171,43.669301
1787,3500,7 Grenville Street,2,2,700 ,-79.383854,43.661897
1788,3850,38 Grenville Street,2,2,750 ,-79.385703,43.661885
1789,4600,1 Bloor Street East,2,2,1038 ,-79.386246,43.670159
1790,5795,Summerhill Avenue,2,2,1350 ,-79.382977,43.684559
1791,2500,115 Blue Jays Way,1,1,537 ,-79.391618,43.645641
1792,3950,158 Front Street East,2,2,952 ,-79.368682,43.650384
1793,2300,101 Peter Street,1,1,570 ,-79.392702,43.647513
1794,2750,80 Charles Street East,1,1,500 ,-79.381796,43.669844
1795,4450,229 Jane Street,3,1.5,1200 ,-79.48656,43.654899
1796,2800,901 Queen Street West,1,1,625 ,-79.41204,43.645464
1798,2900,399 Adelaide Street West,2,1,818 ,-79.397236,43.646188
1799,4500,Lonsdale Road,2,2,1180 ,-79.407925,43.689758
1800,3300,38 Grenville Street,2,2,800 ,-79.385703,43.661885
1801,4000,11 Wellesley Street West,2,2,799 ,-79.385343,43.664567
1802,3400,46 Western Battery Road,2,1.5,1000 ,-79.41379,43.639699
1803,2500,16 Bonnycastle Street,1.5,1,650 ,-79.365036,43.646135
1804,2700,30 Gloucester Street,1,1,750 ,-79.383954,43.667237
1805,2500,197 Yonge Street,1,1,579 ,-79.379369,43.65336
1806,5000,8 The Esplanade,2,2,1200 ,-79.375946,43.64665
1807,2405,11 Ordnance Street,1,1,574 ,-79.409515,43.639055
1808,2500,42 Charles Street East,1,1,490 ,-79.384171,43.669301
1809,3173,400 Dufferin Street,2,2,870 ,-79.429451,43.643875
1810,2900,11 Wellesley Street West,1.5,1,540 ,-79.385343,43.664567
1811,2850,15 Grenville Street,1.5,1,575 ,-79.384147,43.661858
1812,3100,320 Richmond Street East,2,2,750 ,-79.36879,43.653582
1813,3750,39 Brant Street,2,1,715 ,-79.398099,43.646482
1814,3600,18 Beverley Street,2,2,1100 ,-79.392748,43.650521
1815,2500,707 Eglinton Avenue West,2.5,1,1100 ,-79.421194,43.701645
1816,3600,11 Niagara Street,2,1,1000 ,-79.399798,43.641921
1817,3600,555 Yonge Street,2.5,2,1008 ,-79.384084,43.664723
1818,3600,555 Yonge Street,2,2,1008 ,-79.384084,43.664723
1819,3450,85 Wood Street,2,2,907 ,-79.379261,43.662768
1820,2700,25 Grenville Street,1,0.5,810 ,-79.384698,43.661758
1821,6200,3 Gloucester Street,2.5,2,2346 ,-79.384467,43.666456
1822,2650,1 Yonge Street,1.5,1,596 ,-79.374186,43.642925
1823,1800,19 Badgerow Avenue,1,1,850 ,-79.341019,43.666221
1824,2500,28 Freeland Street,1,1,512 ,-79.373846,43.643907
1825,2400,12 York Street,1,1,530 ,-79.381435,43.641797
1826,2650,21 Balmuto Street,1,1,600 ,-79.387339,43.669169
1827,2800,19 Western Battery Road,1.5,1,600 ,-79.411323,43.639573
1828,5500,1 Gloucester Street,2,2,1154 ,-79.384865,43.666517
1829,2500,1410 Yonge Street,1,1,536 ,-79.393566,43.686816
1830,2000,7 Carlton Street,0,1,445 ,-79.382634,43.661006
1831,2500,1926 Lake Shore Boulevard West,1,1,490 ,-79.467463,43.635745
1832,2750,1171 Queen Street West,2,1,800 ,-79.425937,43.642614
1833,3450,38 Grenville Street,2,2,760 ,-79.385703,43.661885
1834,1800,96 Northcote Avenue,1,1,600 ,-79.427088,43.645187
1835,3500,15 Queens Quay East,2,2,744 ,-79.373582,43.641956
1836,6500,388 Yonge Street,2,2,1300 ,-79.382865,43.659588
1837,2600,89 Dunfield Avenue,1,1,650 ,-79.395067,43.707213
1838,3200,81 Logan Avenue,2,1,1300 ,-79.340664,43.656622
1839,2500,20 Gothic Avenue,1,1,580 ,-79.468465,43.653441
1840,3100,213 Fort York Boulevard,2,1,900 ,-79.404403,43.637267
1841,3000,39 Roehampton Avenue,2,2,700 ,-79.397282,43.708017
1842,3900,1928 Lake Shore Boulevard West,2,3,975 ,-79.467616,43.635762
1844,1800,1602 Danforth Avenue,1,1,650 ,-79.323089,43.683603
1845,3100,158 Front Street East,2,2,800 ,-79.368684,43.650383
1846,3000,1190 Dundas Street East,2.5,2,850 ,-79.341554,43.665157
1847,3000,5 Soudan Avenue,2,2,,-79.397113,43.70437
1848,2100,460 Adelaide Street East,1,1,546 ,-79.366732,43.652926
1849,8495,993 Queen St W,2,2,1500 ,-79.415616,43.644649
1851,1300,545 Sherbourne Street,0,0,800 ,-79.374834,43.668469
1852,2400,150 Sudbury Street,1,1,500 ,-79.424071,43.641533
1853,2100,224 King Street West,0,1,460 ,-79.387303,43.647381
1854,2000,224 King Street West,0,1,460 ,-79.387373,43.647464
1855,2000,224 King Street West,0,1,450 ,-79.387373,43.647464
1856,2400,224 King Street West,1,1,450 ,-79.387373,43.647464
1857,2150,224 King Street West,0,1,450 ,-79.387373,43.647464
1858,2600,224 King Street West,1.5,1,625 ,-79.387303,43.647381
1859,4200,224 King Street West,2,2,950 ,-79.387303,43.647381
1860,2400,224 King Street West,1,1,450 ,-79.387303,43.647381
1861,4100,224 King Street West,2,2,900 ,-79.387373,43.647464
1862,3800,224 King Street West,2,1,850 ,-79.387373,43.647464
1863,4250,224 King Street West,2,2,985 ,-79.387373,43.647464
1864,4100,224 King Street West,2,2,920 ,-79.387373,43.647464
1865,3980,224 King Street West,2,2,850 ,-79.387373,43.647464
1866,3950,224 King Street West,2,2,850 ,-79.387373,43.647464
1867,2000,26 Saint Joseph Street,0.5,0.5,500 ,-79.386817,43.666088
1868,3300,173 King Street East,0,0,1400 ,-79.371147,43.650404
1869,4400,55 Front Street East,2,2,1100 ,-79.37407,43.648036
1870,3850,11 Wellesley Street West,2,2,799 ,-79.385343,43.664567
1871,2950,177 Quebec Avenue,3,1,1100 ,-79.46859,43.657765
1872,2250,125 Blue Jays Way,1,1,,-79.392031,43.645734
1873,4600,381 Montrose Avenue,3.5,4,1500 ,-79.419464,43.660044
1874,2000,451 Leslie Street,2,1,900 ,-79.333943,43.672297
1875,3250,88 Cumberland Street,2,2,750 ,-79.390567,43.6705
1876,2200,1377 King Street West,2,1,1000 ,-79.434219,43.637424
1877,2100,1279 Davenport Road,1,1,900 ,-79.436962,43.673888
1878,2700,15 Iceboat Terrace,1,1,500 ,-79.39703,43.640525
1879,2300,68 Abell Street,1,1,410 ,-79.424191,43.642277
1880,2300,75 The Esplanade,1.5,1,,-79.373429,43.646926
1881,3150,85 Bloor Street East,2,2,,-79.384435,43.670338
1882,9000,10 Navy Wharf Court,3,3,2249 ,-79.391935,43.640451
1883,2398,159 Dundas Street East,1,1,580 ,-79.374935,43.656854
1884,1700,3 Elsie Ln,1,0.5,500 ,-79.451592,43.659964
1885,3500,955 Bay Street,2,2,800 ,-79.386987,43.664773
1886,3600,30 Egan Avenue,4,2.5,1300 ,-79.339844,43.671228
1887,2000,955 Bay Street,0,1,339 ,-79.386993,43.664783
1889,4290,18 Yorkville Avenue,2,2,799 ,-79.38793,43.672003
1890,2300,1213 Dundas Street West,1,1,900 ,-79.422699,43.64922
1891,4100,12 Sudbury Street,3,2,1200 ,-79.41827,43.641522
1892,3050,78 Prescott Avenue,2,1,1200 ,-79.458126,43.676794
1893,1625,50 Gerrard Street East,1,1,400 ,-79.379047,43.659894
1894,1750,1 Elsie Lane,3,2.5,1700 ,-79.451182,43.659493
1895,1775,9 Delaney Crescent,3,2,,-79.434975,43.646331
1896,1540,186 Jarvis Street,4,2,,-79.374539,43.656224
1897,1200,57 Fennings Street,1,1,400 ,-79.421616,43.64545
1898,1750,1 Elsie Lane,1,1,,-79.451182,43.659493
1899,1060,16 Penrose Road,1,1,,-79.38888,43.703395
1900,1200,414 Bartlett Avenue,2,1,,-79.438241,43.673032
1901,2295,159 Parkmount Road,2,1,777 ,-79.325225,43.68108
1902,4000,245 Carlaw Avenue,2,1,1199 ,-79.340967,43.663792
1903,5100,320 Delaware Avenue,3,1.5,1250 ,-79.429653,43.664876
1904,6000,213 Shaw Street,3,2,1600 ,-79.417123,43.647807
1905,5800,119 Fermanagh Avenue,1,0,2700 ,-79.448276,43.646301
1906,3500,564 Concord Avenue,3,1,2000 ,-79.430046,43.668869
1907,3900,Queen Street East,2.5,1,1300 ,-79.329835,43.663338
1908,2400,73 Browning Avenue,1,1,800 ,-79.354098,43.68146
1909,1750,969 Avenue Road,1,1,,-79.407503,43.702945
1910,12000,59 Admiral Road,3.5,4,3500 ,-79.400147,43.672535
1911,5000,196 Moore Avenue,4,2,2350 ,-79.381554,43.694406
1912,5450,543 Parliament Street,3,2.5,2200 ,-79.368421,43.666231
